Day  ,JD  ,Month  ,State_id  ,Year  ,PRCP (in),SNOW (in),TAVE (F),TMAX (F),TMIN (F) 
30,181,6,'212142',1965,0,0,55,69,40 
1,182,7,'212142',1965,.,0,68,81,55 
2,183,7,'212142',1965,.,0,64,78,50 
3,184,7,'212142',1965,0,0,64,81,47 
4,185,7,'212142',1965,0,0,71,79,62 
5,186,7,'212142',1965,0,0,.,78,. 
6,187,7,'212142',1965,0,0,.,74,. 
7,188,7,'212142',1965,0.32,0,66,77,55 
8,189,7,'212142',1965,.,0,65,76,54 
9,190,7,'212142',1965,.,0,54,68,40 
10,191,7,'212142',1965,0,0,56,73,39 
11,192,7,'212142',1965,0,0,63,74,52 
12,193,7,'212142',1965,0.07,0,.,77,. 
13,194,7,'212142',1965,1.16,0,70,74,65 
14,195,7,'212142',1965,0,0,62,72,51 
15,196,7,'212142',1965,0,0,70,81,58 
16,197,7,'212142',1965,0.02,0,69,86,51 
17,198,7,'212142',1965,0,0,68,81,55 
18,199,7,'212142',1965,0,0,71,80,62 
19,200,7,'212142',1965,0,0,.,74,. 
20,201,7,'212142',1965,0,0,70,76,64 
21,202,7,'212142',1965,0,0,73,80,66 
22,203,7,'212142',1965,0.22,0,80,94,65 
23,204,7,'212142',1965,0,0,81,93,68 
24,205,7,'212142',1965,0,0,67,78,55 
25,206,7,'212142',1965,0,0,64,74,54 
26,207,7,'212142',1965,0,0,62,77,47 
27,208,7,'212142',1965,0,0,60,75,45 
28,209,7,'212142',1965,0,0,61,76,45 
29,210,7,'212142',1965,0,0,63,78,47 
30,211,7,'212142',1965,0,0,68,78,58 
31,212,7,'212142',1965,0.61,0,66,73,58 
1,213,8,'212142',1965,0,0,64,73,54 
2,214,8,'212142',1965,0,0,67,80,53 
3,215,8,'212142',1965,0,0,68,82,54 
4,216,8,'212142',1965,0,0,69,82,55 
5,217,8,'212142',1965,0,0,71,80,62 
6,218,8,'212142',1965,1.3,0,67,76,58 
7,219,8,'212142',1965,0,0,67,73,61 
8,220,8,'212142',1965,0,0,63,76,50 
9,221,8,'212142',1965,0,0,64,80,48 
10,222,8,'212142',1965,0,0,63,80,45 
11,223,8,'212142',1965,0,0,78,88,68 
12,224,8,'212142',1965,0,0,76,90,61 
13,225,8,'212142',1965,0,0,79,95,63 
14,226,8,'212142',1965,0,0,79,95,63 
15,227,8,'212142',1965,0,0,63,79,47 
16,228,8,'212142',1965,0,0,68,81,54 
17,229,8,'212142',1965,0,0,67,79,54 
18,230,8,'212142',1965,0,0,62,70,53 
19,231,8,'212142',1965,0,0,58,74,41 
20,232,8,'212142',1965,0,0,64,79,48 
21,233,8,'212142',1965,0,0,63,75,50 
22,234,8,'212142',1965,0,0,57,75,39 
23,235,8,'212142',1965,0,0,64,79,48 
24,236,8,'212142',1965,0,0,67,76,57 
25,237,8,'212142',1965,0.85,0,64,70,57 
26,238,8,'212142',1965,0.25,0,62,74,50 
27,239,8,'212142',1965,0,0,61,73,49 
28,240,8,'212142',1965,0,0,48,63,32 
29,241,8,'212142',1965,0.25,0,54,60,48 
30,242,8,'212142',1965,0.06,0,61,67,54 
31,243,8,'212142',1965,0,0,55,64,45 
1,244,9,'212142',1965,0.76,0,58,64,51 
2,245,9,'212142',1965,0,0,59,77,41 
3,246,9,'212142',1965,0,0,57,72,42 
4,247,9,'212142',1965,0,0,56,71,40 
5,248,9,'212142',1965,0,0,51,66,36 
6,249,9,'212142',1965,0.04,0,52,59,44 
7,250,9,'212142',1965,0.1,0,53,62,44 
8,251,9,'212142',1965,0,0,50,65,35 
9,252,9,'212142',1965,0,0,64,71,56 
10,253,9,'212142',1965,0,0,48,56,39 
11,254,9,'212142',1965,0,0,43,52,34 
12,255,9,'212142',1965,0.81,0,53,57,48 
13,256,9,'212142',1965,0.27,0,54,61,47 
14,257,9,'212142',1965,0,0,52,60,44 
15,258,9,'212142',1965,0.55,0,47,53,41 
16,259,9,'212142',1965,0,0,47,51,42 
17,260,9,'212142',1965,0.51,0,42,46,38 
18,261,9,'212142',1965,0,0,48,52,43 
19,262,9,'212142',1965,0,0,49,59,38 
20,263,9,'212142',1965,0,0,48,58,37 
21,264,9,'212142',1965,0,0,51,57,45 
22,265,9,'212142',1965,0.45,0,43,48,38 
23,266,9,'212142',1965,0.31,0,43,48,38 
24,267,9,'212142',1965,0.28,0,44,57,31 
25,268,9,'212142',1965,0,0,43,55,30 
26,269,9,'212142',1965,0,0,31,45,17 
27,270,9,'212142',1965,0,0,39,45,32 
28,271,9,'212142',1965,0.05,0,42,45,38 
29,272,9,'212142',1965,0,0,44,45,42 
30,273,9,'212142',1965,0.78,0,47,52,42 
1,274,10,'212142',1965,0,0,.,.,. 
2,275,10,'212142',1965,0,0,.,.,. 
3,276,10,'212142',1965,0,0,.,.,. 
4,277,10,'212142',1965,0,0,.,.,. 
5,278,10,'212142',1965,0,0,.,.,. 
6,279,10,'212142',1965,0,0,.,.,. 
7,280,10,'212142',1965,0.18,0,.,.,. 
8,281,10,'212142',1965,0.12,0,.,.,. 
9,282,10,'212142',1965,0,0,.,.,. 
10,283,10,'212142',1965,0,0,.,.,. 
11,284,10,'212142',1965,0,0,.,.,. 
12,285,10,'212142',1965,0,0,.,.,. 
13,286,10,'212142',1965,0,0,.,.,. 
14,287,10,'212142',1965,0,0,.,.,. 
15,288,10,'212142',1965,0,0,.,.,. 
16,289,10,'212142',1965,0,0,.,.,. 
17,290,10,'212142',1965,0.03,0,.,.,. 
18,291,10,'212142',1965,0.02,0,.,.,. 
19,292,10,'212142',1965,0.04,0,.,.,. 
20,293,10,'212142',1965,0.03,0,.,.,. 
21,294,10,'212142',1965,0,0,.,.,. 
22,295,10,'212142',1965,0,0,.,.,. 
23,296,10,'212142',1965,0,0,.,.,. 
24,297,10,'212142',1965,0,0,.,.,. 
25,298,10,'212142',1965,0,0,.,.,. 
26,299,10,'212142',1965,0,0,.,.,. 
27,300,10,'212142',1965,0,0,.,.,. 
28,301,10,'212142',1965,0,0,.,.,. 
29,302,10,'212142',1965,0,0,.,.,. 
30,303,10,'212142',1965,0,0,.,.,. 
31,304,10,'212142',1965,0,0,.,.,. 
1,305,11,'212142',1965,0,0,.,.,. 
2,306,11,'212142',1965,0,0,.,.,. 
3,307,11,'212142',1965,0,0,.,.,. 
4,308,11,'212142',1965,0,0,.,.,. 
5,309,11,'212142',1965,0,0,.,.,. 
6,310,11,'212142',1965,0,0,.,.,. 
7,311,11,'212142',1965,0,0,.,.,. 
8,312,11,'212142',1965,0,0,.,.,. 
9,313,11,'212142',1965,0,0,.,.,. 
10,314,11,'212142',1965,0,0,.,.,. 
11,315,11,'212142',1965,0,0,.,.,. 
12,316,11,'212142',1965,0.18,0,.,.,. 
13,317,11,'212142',1965,0,0,.,.,. 
14,318,11,'212142',1965,0,0,.,.,. 
15,319,11,'212142',1965,0,0,.,.,. 
16,320,11,'212142',1965,0,0,.,.,. 
17,321,11,'212142',1965,0,1,.,.,. 
18,322,11,'212142',1965,0,0,.,.,. 
19,323,11,'212142',1965,0,0,.,.,. 
20,324,11,'212142',1965,0,0,.,.,. 
21,325,11,'212142',1965,0,0,.,.,. 
22,326,11,'212142',1965,0,0,.,.,. 
23,327,11,'212142',1965,0,0,.,.,. 
24,328,11,'212142',1965,0,0,.,.,. 
25,329,11,'212142',1965,0.37,6,.,.,. 
26,330,11,'212142',1965,0.15,2,.,.,. 
27,331,11,'212142',1965,0,1,.,.,. 
28,332,11,'212142',1965,0,1,.,.,. 
29,333,11,'212142',1965,0,0,.,.,. 
30,334,11,'212142',1965,0,0,.,.,. 
1,335,12,'212142',1965,0,0,23,33,13 
2,336,12,'212142',1965,0,0,19,36,1 
3,337,12,'212142',1965,0,0.5,34,40,28 
4,338,12,'212142',1965,0,0,30,39,20 
5,339,12,'212142',1965,0,0,26,30,21 
6,340,12,'212142',1965,0,0,16,26,5 
7,341,12,'212142',1965,0,0,31,41,20 
8,342,12,'212142',1965,0,0,29,31,26 
9,343,12,'212142',1965,0,0,31,38,23 
10,344,12,'212142',1965,0,0,19,30,8 
11,345,12,'212142',1965,0,0,31,33,28 
12,346,12,'212142',1965,0.75,0,29,32,26 
13,347,12,'212142',1965,0.27,4,23,26,20 
14,348,12,'212142',1965,0,0,18,20,16 
15,349,12,'212142',1965,0,0,14,16,12 
16,350,12,'212142',1965,0,0.5,17,23,11 
17,351,12,'212142',1965,0,0.5,10,20,-1 
18,352,12,'212142',1965,0,0,8,18,-2 
19,353,12,'212142',1965,0,0,13,25,0 
20,354,12,'212142',1965,0,0,21,27,15 
21,355,12,'212142',1965,0,0,22,35,9 
22,356,12,'212142',1965,0,0,23,32,13 
23,357,12,'212142',1965,0,0,30,32,28 
24,358,12,'212142',1965,0,0,24,28,20 
25,359,12,'212142',1965,0,0,8,21,-6 
26,360,12,'212142',1965,0,0,11,23,-2 
27,361,12,'212142',1965,0.13,2,-9,-2,-16 
28,362,12,'212142',1965,0,0,5,24,-14 
29,363,12,'212142',1965,0,0,30,38,22 
30,364,12,'212142',1965,0.19,0,22,34,10 
31,365,12,'212142',1965,0,0,.,.,-1 
1,1,1,'212142',1966,0,0,10,23,-4 
2,2,1,'212142',1966,0.13,2,6,22,-11 
3,3,1,'212142',1966,0,0,-4,11,-19 
4,4,1,'212142',1966,0,0,2,9,-6 
5,5,1,'212142',1966,0,0,-4,3,-11 
6,6,1,'212142',1966,0,0,-9,-4,-14 
7,7,1,'212142',1966,0.08,1,-23,-14,-32 
8,8,1,'212142',1966,0,0,-13,7,-33 
9,9,1,'212142',1966,0,0,9,17,0 
10,10,1,'212142',1966,0,1,-6,3,-14 
11,11,1,'212142',1966,0,0,-9,5,-23 
12,12,1,'212142',1966,0,1,8,20,-4 
13,13,1,'212142',1966,0,0,.,17,. 
14,14,1,'212142',1966,0,0,-4,12,-19 
15,15,1,'212142',1966,0,0,5,12,-2 
16,16,1,'212142',1966,0,0,-4,10,-17 
17,17,1,'212142',1966,0,0,-8,2,-17 
18,18,1,'212142',1966,0,0.5,2,15,-11 
19,19,1,'212142',1966,0,0,5,20,-11 
20,20,1,'212142',1966,0,0,3,15,-10 
21,21,1,'212142',1966,0,0,-10,-5,-15 
22,22,1,'212142',1966,0,0,-15,3,-33 
23,23,1,'212142',1966,0,0,-24,-13,-35 
24,24,1,'212142',1966,0,0,-22,-3,-41 
25,25,1,'212142',1966,0,0,-13,2,-27 
26,26,1,'212142',1966,0,0,-6,2,-14 
27,27,1,'212142',1966,0,0,-22,-12,-31 
28,28,1,'212142',1966,0,0,-32,-25,-38 
29,29,1,'212142',1966,0,0,-25,-14,-35 
30,30,1,'212142',1966,0,0,-11,1,-23 
31,31,1,'212142',1966,0,0,1,8,-7 
1,32,2,'212142',1966,0,0,-1,12,-13 
2,33,2,'212142',1966,0,0,5,24,-15 
3,34,2,'212142',1966,0,0,5,15,-5 
4,35,2,'212142',1966,0,0,-11,10,-31 
5,36,2,'212142',1966,0,0,12,20,4 
6,37,2,'212142',1966,0,0,20,31,9 
7,38,2,'212142',1966,0,0,18,28,8 
8,39,2,'212142',1966,0.11,1,28,34,22 
9,40,2,'212142',1966,0.36,2,34,38,30 
10,41,2,'212142',1966,0,0,23,32,13 
11,42,2,'212142',1966,0,0,10,18,2 
12,43,2,'212142',1966,0,0,21,29,12 
13,44,2,'212142',1966,0,0,4,20,-13 
14,45,2,'212142',1966,0,0,5,18,-8 
15,46,2,'212142',1966,0,1,-8,3,-19 
16,47,2,'212142',1966,0,0,-11,1,-22 
17,48,2,'212142',1966,0,0,-16,-7,-24 
18,49,2,'212142',1966,0,0,-15,-4,-25 
19,50,2,'212142',1966,0,0,-12,3,-26 
20,51,2,'212142',1966,0,0,-7,11,-25 
21,52,2,'212142',1966,0,0,-6,14,-26 
22,53,2,'212142',1966,0,0,-1,21,-23 
23,54,2,'212142',1966,0,0,2,24,-20 
24,55,2,'212142',1966,0,0,21,30,12 
25,56,2,'212142',1966,0,0,15,35,-6 
26,57,2,'212142',1966,0,0,18,33,3 
27,58,2,'212142',1966,0,0,28,33,23 
28,59,2,'212142',1966,0,0,30,38,22 
1,60,3,'212142',1966,0,0,25,36,13 
2,61,3,'212142',1966,0,0,28,35,20 
3,62,3,'212142',1966,0.22,7,28,30,25 
4,63,3,'212142',1966,0.23,5,26,30,21 
5,64,3,'212142',1966,0.22,4,14,22,5 
6,65,3,'212142',1966,0,0,-1,10,-12 
7,66,3,'212142',1966,0,0,1,23,-22 
8,67,3,'212142',1966,0,0,29,39,18 
9,68,3,'212142',1966,0,0,31,43,19 
10,69,3,'212142',1966,0,0,37,40,34 
11,70,3,'212142',1966,0,0,33,36,30 
12,71,3,'212142',1966,0,0,31,42,20 
13,72,3,'212142',1966,0,0,33,47,19 
14,73,3,'212142',1966,0,0,38,45,30 
15,74,3,'212142',1966,0,0,37,43,31 
16,75,3,'212142',1966,0,0,39,42,36 
17,76,3,'212142',1966,0,0,44,49,38 
18,77,3,'212142',1966,0.19,2,32,39,25 
19,78,3,'212142',1966,0.04,1,24,27,21 
20,79,3,'212142',1966,0,0,35,49,21 
21,80,3,'212142',1966,0,0,39,51,26 
22,81,3,'212142',1966,0,0,36,49,23 
23,82,3,'212142',1966,0,0,16,24,8 
24,83,3,'212142',1966,0,0,15,27,2 
25,84,3,'212142',1966,0,0,24,27,21 
26,85,3,'212142',1966,0.03,1,17,33,0 
27,86,3,'212142',1966,0,0,26,39,12 
28,87,3,'212142',1966,0,0,36,49,22 
29,88,3,'212142',1966,0,0,40,50,29 
30,89,3,'212142',1966,0,0,43,57,29 
31,90,3,'212142',1966,0,0,48,56,39 
1,91,4,'212142',1966,0.02,0,44,53,35 
2,92,4,'212142',1966,0,0,39,53,24 
3,93,4,'212142',1966,0,0,36,49,23 
4,94,4,'212142',1966,0,0,33,37,28 
5,95,4,'212142',1966,0,0,33,34,31 
6,96,4,'212142',1966,0,1,31,34,27 
7,97,4,'212142',1966,0,0,32,35,29 
8,98,4,'212142',1966,0,0,32,34,29 
9,99,4,'212142',1966,0,0,35,42,27 
10,100,4,'212142',1966,0,0,35,42,27 
11,101,4,'212142',1966,0,0,42,48,36 
12,102,4,'212142',1966,0,0,43,53,32 
13,103,4,'212142',1966,0,0,42,54,30 
14,104,4,'212142',1966,0,0,41,50,31 
15,105,4,'212142',1966,0,0,38,54,22 
16,106,4,'212142',1966,0,0,49,62,35 
17,107,4,'212142',1966,0,0,47,61,33 
18,108,4,'212142',1966,0.13,0,30,38,21 
19,109,4,'212142',1966,0,0,30,35,24 
20,110,4,'212142',1966,0.1,4,24,34,14 
21,111,4,'212142',1966,0,0,31,44,17 
22,112,4,'212142',1966,0,0,45,60,29 
23,113,4,'212142',1966,0.25,0,51,59,43 
24,114,4,'212142',1966,0,0,49,60,37 
25,115,4,'212142',1966,0,0,44,58,30 
26,116,4,'212142',1966,0.65,2,33,36,30 
27,117,4,'212142',1966,0.07,2,35,39,31 
28,118,4,'212142',1966,0.53,2,31,38,24 
29,119,4,'212142',1966,0,0,30,36,24 
30,120,4,'212142',1966,0,0,28,33,23 
1,121,5,'212142',1966,0.03,0,32,44,19 
2,122,5,'212142',1966,0,0,35,40,30 
3,123,5,'212142',1966,0,0,37,52,21 
4,124,5,'212142',1966,0,0,53,70,35 
5,125,5,'212142',1966,0,0,53,68,38 
6,126,5,'212142',1966,0,0,50,67,32 
7,127,5,'212142',1966,0,0,51,63,38 
8,128,5,'212142',1966,0,0,46,58,34 
9,129,5,'212142',1966,0,0,34,48,20 
10,130,5,'212142',1966,0,0,40,52,28 
11,131,5,'212142',1966,0.07,0,41,48,33 
12,132,5,'212142',1966,0.05,0,40,47,33 
13,133,5,'212142',1966,0.12,0,41,49,33 
14,134,5,'212142',1966,0,0,44,52,35 
15,135,5,'212142',1966,0,0,43,51,35 
16,136,5,'212142',1966,0.28,0,52,68,35 
17,137,5,'212142',1966,0,0,60,69,50 
18,138,5,'212142',1966,0,0,53,65,40 
19,139,5,'212142',1966,0.1,0,50,60,40 
20,140,5,'212142',1966,0.1,0,52,66,37 
21,141,5,'212142',1966,0,0,65,84,46 
22,142,5,'212142',1966,0,0,70,81,59 
23,143,5,'212142',1966,0,0,60,74,46 
24,144,5,'212142',1966,0.21,0,59,70,47 
25,145,5,'212142',1966,0,0,63,78,48 
26,146,5,'212142',1966,0,0,63,80,45 
27,147,5,'212142',1966,0,0,60,80,40 
28,148,5,'212142',1966,0,0,50,66,33 
29,149,5,'212142',1966,0,0,50,67,32 
30,150,5,'212142',1966,0,0,51,69,33 
31,151,5,'212142',1966,0,0,55,73,37 
1,152,6,'212142',1966,0,0,62,75,49 
2,153,6,'212142',1966,0,0,66,75,57 
3,154,6,'212142',1966,0,0,61,74,47 
4,155,6,'212142',1966,0,0,60,73,47 
5,156,6,'212142',1966,0.26,0,61,72,49 
6,157,6,'212142',1966,0.03,0,56,64,48 
7,158,6,'212142',1966,0.06,0,55,64,45 
8,159,6,'212142',1966,0,0,48,62,33 
9,160,6,'212142',1966,0,0,51,66,35 
10,161,6,'212142',1966,0,0,57,75,38 
11,162,6,'212142',1966,0.08,0,66,74,57 
12,163,6,'212142',1966,0.07,0,61,72,50 
13,164,6,'212142',1966,0.21,0,61,71,51 
14,165,6,'212142',1966,0.04,0,56,65,46 
15,166,6,'212142',1966,0,0,59,68,49 
16,167,6,'212142',1966,0,0,55,72,38 
17,168,6,'212142',1966,0,0,59,76,42 
18,169,6,'212142',1966,0,0,62,79,44 
19,170,6,'212142',1966,0,0,69,84,54 
20,171,6,'212142',1966,0,0,69,84,53 
21,172,6,'212142',1966,0,0,77,86,67 
22,173,6,'212142',1966,0.1,0,75,88,61 
23,174,6,'212142',1966,0.1,0,77,86,67 
24,175,6,'212142',1966,0,0,68,83,52 
25,176,6,'212142',1966,1.42,0,71,81,60 
26,177,6,'212142',1966,0.01,0,64,74,54 
27,178,6,'212142',1966,0,0,64,76,51 
28,179,6,'212142',1966,0.2,0,73,86,59 
29,180,6,'212142',1966,0,0,77,88,65 
30,181,6,'212142',1966,0,0,83,91,74 
1,182,7,'212142',1966,0,0,82,90,73 
2,183,7,'212142',1966,0,0,79,88,69 
3,184,7,'212142',1966,0,0,74,83,65 
4,185,7,'212142',1966,0,0,73,80,66 
5,186,7,'212142',1966,1.8,0,69,78,60 
6,187,7,'212142',1966,0,0,67,76,57 
7,188,7,'212142',1966,0,0,65,78,52 
8,189,7,'212142',1966,0,0,71,85,57 
9,190,7,'212142',1966,0.57,0,74,85,62 
10,191,7,'212142',1966,0,0,75,86,63 
11,192,7,'212142',1966,0.13,0,72,92,52 
12,193,7,'212142',1966,0,0,79,88,69 
13,194,7,'212142',1966,0,0,75,87,63 
14,195,7,'212142',1966,0,0,69,81,57 
15,196,7,'212142',1966,0,0,68,80,55 
16,197,7,'212142',1966,0,0,70,81,58 
17,198,7,'212142',1966,0,0,79,88,70 
18,199,7,'212142',1966,0,0,72,86,57 
19,200,7,'212142',1966,0,0,72,84,59 
20,201,7,'212142',1966,0,0,65,78,52 
21,202,7,'212142',1966,0,0,69,81,57 
22,203,7,'212142',1966,0.01,0,72,80,63 
23,204,7,'212142',1966,0,0,64,79,49 
24,205,7,'212142',1966,0,0,65,82,48 
25,206,7,'212142',1966,0.2,0,68,86,49 
26,207,7,'212142',1966,1.96,0,74,86,62 
27,208,7,'212142',1966,0,0,74,83,64 
28,209,7,'212142',1966,0,0,63,74,51 
29,210,7,'212142',1966,0,0,64,78,49 
30,211,7,'212142',1966,0,0,73,85,60 
31,212,7,'212142',1966,0,0,75,88,61 
1,213,8,'212142',1966,0.88,0,75,87,63 
2,214,8,'212142',1966,0,0,62,77,47 
3,215,8,'212142',1966,0,0,66,80,52 
4,216,8,'212142',1966,0,0,70,83,57 
5,217,8,'212142',1966,0,0,70,84,56 
6,218,8,'212142',1966,0.22,0,74,83,64 
7,219,8,'212142',1966,0,0,67,80,54 
8,220,8,'212142',1966,0.12,0,60,67,53 
9,221,8,'212142',1966,0.18,0,58,68,47 
10,222,8,'212142',1966,0.01,0,57,68,45 
11,223,8,'212142',1966,0,0,58,74,41 
12,224,8,'212142',1966,0,0,61,73,49 
13,225,8,'212142',1966,1.15,0,65,70,60 
14,226,8,'212142',1966,0.8,0,63,72,53 
15,227,8,'212142',1966,0.01,0,67,74,60 
16,228,8,'212142',1966,0,0,70,80,59 
17,229,8,'212142',1966,0,0,67,82,51 
18,230,8,'212142',1966,0,0,61,74,48 
19,231,8,'212142',1966,0,0,55,66,43 
20,232,8,'212142',1966,0,0,54,60,48 
21,233,8,'212142',1966,1.05,0,53,54,51 
22,234,8,'212142',1966,0.25,0,55,60,50 
23,235,8,'212142',1966,0.04,0,58,66,49 
24,236,8,'212142',1966,0,0,56,70,41 
25,237,8,'212142',1966,0,0,65,81,48 
26,238,8,'212142',1966,0,0,67,84,49 
27,239,8,'212142',1966,0,0,68,85,51 
28,240,8,'212142',1966,0,0,73,84,61 
29,241,8,'212142',1966,0,0,67,82,52 
30,242,8,'212142',1966,0,0,67,83,51 
31,243,8,'212142',1966,0,0,76,86,65 
1,244,9,'212142',1966,0,0,75,85,64 
2,245,9,'212142',1966,0,0,60,74,45 
3,246,9,'212142',1966,0,0,61,74,48 
4,247,9,'212142',1966,0.09,0,62,75,48 
5,248,9,'212142',1966,0,0,58,68,47 
6,249,9,'212142',1966,0,0,55,70,39 
7,250,9,'212142',1966,0,0,60,75,45 
8,251,9,'212142',1966,0,0,69,80,58 
9,252,9,'212142',1966,0,0,69,80,57 
10,253,9,'212142',1966,0,0,68,80,56 
11,254,9,'212142',1966,0,0,66,81,51 
12,255,9,'212142',1966,0,0,66,82,50 
13,256,9,'212142',1966,0.17,0,68,81,55 
14,257,9,'212142',1966,0,0,47,61,33 
15,258,9,'212142',1966,0,0,49,67,30 
16,259,9,'212142',1966,0,0,50,67,32 
17,260,9,'212142',1966,0,0,52,69,34 
18,261,9,'212142',1966,0,0,54,72,35 
19,262,9,'212142',1966,0,0,56,76,36 
20,263,9,'212142',1966,0,0,59,74,43 
21,264,9,'212142',1966,0,0,62,73,51 
22,265,9,'212142',1966,0,0,53,73,32 
23,266,9,'212142',1966,0,0,51,67,35 
24,267,9,'212142',1966,0.07,0,53,64,42 
25,268,9,'212142',1966,0,0,43,57,28 
26,269,9,'212142',1966,0,0,43,60,25 
27,270,9,'212142',1966,0,0,53,62,44 
28,271,9,'212142',1966,0,0,49,63,34 
29,272,9,'212142',1966,0,0,51,63,38 
30,273,9,'212142',1966,0,0,42,46,38 
1,274,10,'212142',1966,0,0,38,50,25 
2,275,10,'212142',1966,0,0,48,56,40 
3,276,10,'212142',1966,0.02,0,49,54,43 
4,277,10,'212142',1966,0.06,0,47,54,39 
5,278,10,'212142',1966,0,0,42,60,23 
6,279,10,'212142',1966,0,0,56,73,39 
7,280,10,'212142',1966,0,0,60,80,39 
8,281,10,'212142',1966,0,0,59,79,39 
9,282,10,'212142',1966,0,0,55,72,38 
10,283,10,'212142',1966,0,0,47,53,40 
11,284,10,'212142',1966,0,0,41,57,25 
12,285,10,'212142',1966,0,0,47,64,29 
13,286,10,'212142',1966,0.07,0,53,61,45 
14,287,10,'212142',1966,1.22,0,42,50,34 
15,288,10,'212142',1966,0.67,0,37,40,33 
16,289,10,'212142',1966,0,0,34,44,23 
17,290,10,'212142',1966,0,0,36,52,20 
18,291,10,'212142',1966,0,0,41,52,29 
19,292,10,'212142',1966,0,0,35,52,18 
20,293,10,'212142',1966,0,0,51,69,33 
21,294,10,'212142',1966,0,0,56,66,45 
22,295,10,'212142',1966,0.06,0,44,56,31 
23,296,10,'212142',1966,0.19,0,36,44,28 
24,297,10,'212142',1966,0,0,31,46,15 
25,298,10,'212142',1966,0,0,41,60,22 
26,299,10,'212142',1966,0,0,47,66,28 
27,300,10,'212142',1966,0,0,50,65,34 
28,301,10,'212142',1966,0,0,46,57,34 
29,302,10,'212142',1966,0,0,31,44,17 
30,303,10,'212142',1966,0,0,48,64,32 
31,304,10,'212142',1966,0,0,39,50,27 
1,305,11,'212142',1966,0,0,21,27,15 
2,306,11,'212142',1966,0,0,12,24,-1 
3,307,11,'212142',1966,0,0,23,30,15 
4,308,11,'212142',1966,0,0,30,34,25 
5,309,11,'212142',1966,0,0,25,33,17 
6,310,11,'212142',1966,0,0,35,41,29 
7,311,11,'212142',1966,0,0,26,32,19 
8,312,11,'212142',1966,0.14,2,10,19,0 
9,313,11,'212142',1966,0,1,18,23,13 
10,314,11,'212142',1966,0,0,19,28,9 
11,315,11,'212142',1966,0,0,18,26,10 
12,316,11,'212142',1966,0,0,8,25,-9 
13,317,11,'212142',1966,0,0,27,39,15 
14,318,11,'212142',1966,0,0,19,32,6 
15,319,11,'212142',1966,0,0,32,43,21 
16,320,11,'212142',1966,0,0,32,44,20 
17,321,11,'212142',1966,0,0,31,37,25 
18,322,11,'212142',1966,0,0,16,25,6 
19,323,11,'212142',1966,0,0,21,31,10 
20,324,11,'212142',1966,0,0,26,38,14 
21,325,11,'212142',1966,0,0,36,41,31 
22,326,11,'212142',1966,0,0,36,43,29 
23,327,11,'212142',1966,0,0,26,34,18 
24,328,11,'212142',1966,0,0,26,39,12 
25,329,11,'212142',1966,0,0,33,43,22 
26,330,11,'212142',1966,0.15,0,35,38,31 
27,331,11,'212142',1966,0,0,23,35,11 
28,332,11,'212142',1966,0,0,19,30,7 
29,333,11,'212142',1966,0,0,25,33,17 
30,334,11,'212142',1966,0,0,15,31,-2 
1,335,12,'212142',1966,0,0,-6,1,-12 
2,336,12,'212142',1966,0,0,3,9,-4 
3,337,12,'212142',1966,0,0,7,17,-4 
4,338,12,'212142',1966,0,0,19,28,9 
5,339,12,'212142',1966,0,0,20,35,4 
6,340,12,'212142',1966,0.11,1,26,36,16 
7,341,12,'212142',1966,0,0,15,27,2 
8,342,12,'212142',1966,0.13,3,19,28,9 
9,343,12,'212142',1966,0,0,4,12,-4 
10,344,12,'212142',1966,0,0,-6,5,-16 
11,345,12,'212142',1966,0,0,7,24,-11 
12,346,12,'212142',1966,0,0,11,24,-2 
13,347,12,'212142',1966,0,0,23,30,15 
14,348,12,'212142',1966,0,0,21,27,15 
15,349,12,'212142',1966,0,0,25,27,23 
16,350,12,'212142',1966,0,0,29,38,19 
17,351,12,'212142',1966,0,0,31,37,24 
18,352,12,'212142',1966,0,0,24,34,14 
19,353,12,'212142',1966,0,0,29,32,25 
20,354,12,'212142',1966,0,0,26,30,22 
21,355,12,'212142',1966,0.15,2,13,28,-2 
22,356,12,'212142',1966,0,0,-12,-2,-21 
23,357,12,'212142',1966,0,0,-2,10,-13 
24,358,12,'212142',1966,0,0,14,19,8 
25,359,12,'212142',1966,0,0,1,12,-10 
26,360,12,'212142',1966,0,0,-4,11,-19 
27,361,12,'212142',1966,0,0,5,21,-11 
28,362,12,'212142',1966,0,0,6,14,-3 
29,363,12,'212142',1966,0,0,8,21,-5 
30,364,12,'212142',1966,0,0,15,30,0 
31,365,12,'212142',1966,0,0,21,25,17 
1,1,1,'212142',1967,0,0,16,22,10 
2,2,1,'212142',1967,0.07,1.5,16,23,8 
3,3,1,'212142',1967,0,0,7,13,0 
4,4,1,'212142',1967,0,0,12,14,9 
5,5,1,'212142',1967,0,0,5,18,-8 
6,6,1,'212142',1967,0.11,2.5,20,22,17 
7,7,1,'212142',1967,0.14,2,6,21,-10 
8,8,1,'212142',1967,0,0,-8,13,-29 
9,9,1,'212142',1967,0,0,8,24,-8 
10,10,1,'212142',1967,0,0,8,15,0 
11,11,1,'212142',1967,0,0,7,26,-12 
12,12,1,'212142',1967,0,0,27,35,18 
13,13,1,'212142',1967,0,0,27,36,17 
14,14,1,'212142',1967,0,0,14,34,-6 
15,15,1,'212142',1967,0.05,1.5,-5,15,-25 
